word,onset,offset
sued,510754.4576,510933.6576
the,510964.3776,511000.2176
president,511000.2176,511281.8176
all,511742.6176,511824.5376
the,511824.5376,511850.1376
world's,511891.0976,512013.9776
whales,512034.4576,512193.1776
porpoises,512203.4176,512418.4576
and,512438.9376,512485.0176
dolphins,512485.0176,512689.8176
argued,512710.2976,512945.8176
that,512956.0576,513053.3376
the,513053.3376,513089.1776
military's,513089.1776,513381.0176
use,513442.4576,513570.4576
of,513611.4176,513667.7376
underwater,513677.9776,513954.4576
sonar,513985.1776,514317.9776
was,514338.4576,514415.2576
hurting,514456.2176,514630.2976
them,514640.5376,514829.9776
changing,515178.1376,515331.7376
their,515341.9776,515403.4176
natural,515413.6576,515587.7376
behaviors,515597.9776,515879.5776
like,515920.5376,516012.6976
eating,516033.1776,516248.2176
and,516278.9376,516340.3776
mating,516340.3776,516688.5376
basically,517067.4176,517318.2976
sonar,517389.9776,517574.2976
is,517594.7776,517645.9776
just,517656.2176,517748.3776
an,517758.6176,517794.4576
incredibly,517804.6976,518004.3776
loud,518055.5776,518168.2176
sound,518188.6976,518326.9376
wave,518367.8976,518557.3376
so,518772.3776,518987.4176
cetaceans,518987.4176,519509.6576
that's,519617.1776,519781.0176
a,519781.0176,519821.9776
scientific,519821.9776,520093.3376
word,520103.5776,520221.3376
for,520231.5776,520318.6176
a,520318.6176,520333.9776
category,520333.9776,520636.0576
of,520656.5376,520707.7376
marine,520707.7376,520861.3376
mammal,520881.8176,521081.4976
cetaceans,521439.8976,521844.3776
flee,521854.6176,522003.0976
when,522013.3376,522085.0176
they,522085.0176,522156.6976
hear,522156.6976,522248.8576
sonar,522248.8576,522509.9776
sometimes,522745.4976,522955.4176
even,522996.3776,523119.2576
beaching,523149.9776,523329.1776
themselves,523349.6576,523600.5376
to,523600.5376,523646.6176
get,523667.0976,523728.5376
away,523738.7776,523928.2176
in,524634.7775999999,524696.2176
that,524716.6976000001,524798.6176
case,524829.3376,525080.2176
the,525162.1376,525203.0976
ninth,525223.5776,525336.2176
circuit,525356.6976000001,525515.4176
court,525525.6576,525612.6976000001
of,525633.1776,525669.0176
appeals,525689.4976,525935.2576
decided,525935.2576,526262.9376000001
that,526303.8976,526396.0576
unless,526426.7775999999,526616.2176
congress,526626.4576000001,526795.4176
explicitly,526815.8976,527225.4976
states,527256.2176,527409.8176
otherwise,527420.0576,527809.1776
animals,528049.8176,528321.1776
do,528321.1776,528382.6176
not,528413.3376,528531.0976
have,528541.3376,528607.8976
standing,528618.1376,528822.9376
to,528833.1776,528874.1376
sue,528894.6176,529032.8576
in,529063.5776,529109.6576
federal,529109.6576,529309.3376
court,529329.8176,529565.3376
so,530108.0576,530184.8576
that's,530195.0976,530292.3776
the,530292.3776,530323.0976
case,530323.0976,530451.0976
andrew,530461.3376,530604.6976
pointed,530604.6976,530773.6576
to,530773.6576,530855.5776
in,530855.5776,530891.4176
his,530891.4176,530963.0976
defense,530963.0976,531295.8976
but,531889.8176,531961.4975
peta,531961.4976,532197.0176
hired,532258.4576,532381.3376
an,532391.5776,532442.7776
outside,532442.7776,532621.9776
attorney,532642.4576,532842.1376
to,532842.1376,532898.4576
represent,532908.6976,533164.6976
the,533164.6976,533210.7776
monkey,533221.0176,533369.4976
naruto,533369.4976,533599.8976
in,533620.3776,533686.9376
court,533686.9376,533953.1776
a,534168.2176,534224.5376
guy,534224.5376,534285.9776
named,534306.4576,534408.8576
david,534408.8576,534557.3376
schwarz,534588.0576,534915.7376
this,535171.7376,535284.3776
guy,535284.3776,535478.9376
schwarz,535555.7376,535924.3776
he,535975.5776,536072.8576
comes,536083.0976,536200.8576
from,536200.8576,536282.7776
a,536293.0176,536339.0976
fancy,536339.0976,536487.5776
law,536518.2976,536615.5776
firm,536615.5776,536753.8176
in,536774.2976,536805.0176
los,536825.4976,536917.6576
angeles,536938.1376,537265.8176
known,537470.6176,537619.0976
for,537629.3376,537690.7776
intellectual,537701.0176,537926.2976
property,537957.0176,538115.7376
law,538156.6976,538279.5776
most,538740.3776,538858.1376
of,538868.3776,538899.0976
his,538909.3376,538986.1376
case,538996.3776,539124.3776
was,539134.6176,539211.4176
an,539231.8976,539262.6176
intellectual,539283.0976,539518.6176
property,539528.8576,539718.2976
argument,539738.7776,539984.5376
that,540255.8976,540312.2176
naruto,540332.6976,540527.2576
was,540527.2576,540598.9376
the,540598.9376,540629.6576
legal,540639.8976,540783.2576
owner,540824.2176,540926.6176
of,540936.8576,540967.5776
the,540977.8176,541018.7776
copyright,541029.0176,541336.2176
because,541407.8976,541520.5376
he,541571.7376,541607.5776
was,541628.0576,541694.6176
the,541704.8576,541735.5776
one,541745.8176,541843.0976
who,541843.0976,541914.7776
made,541925.0176,542027.4176
the,542027.4176,542068.3776
photo,542068.3776,542298.7776
but,542933.6576,543005.3376
peta,543015.5776,543205.0176
also,543205.0176,543348.3776
saw,543379.0976,543466.1376
this,543466.1376,543563.4176
case,543573.6576,543727.2576
as,543747.7376,543804.0576
an,543814.2976,543845.0176
opportunity,543865.4976,544218.7776
to,544218.7776,544290.4576
nudge,544310.9376,544459.4176
the,544459.4176,544500.3776
law,544520.8576,544694.9376
and,544735.8976,544797.3376
set,544807.5776,544894.6176
a,544904.8576,544925.3376
precedent,544956.0576,545242.7776
they,545596.0576,545662.6176
disagreed,545672.8576,545939.0976
with,545959.5776,546026.1376
the,546026.1376,546061.9776
ruling,546061.9776,546200.2176
in,546210.4576,546251.4176
the,546251.4176,546282.1376
cetacean,546282.1376,546553.4976
case,546553.4976,546809.4976
they,547331.7376,547403.4176
believe,547423.8976,547705.4976
animals,547766.9376,547997.3376
should,548028.0576,548120.2176
have,548150.9376,548232.8576
recourse,548243.0976,548442.7776
in,548473.4976,548519.5776
court,548540.0576,548683.4176
calling,548929.7408,549067.9808
civil,549067.9808,549206.2208
matter,549216.4608,549380.3008
fifteen,549405.9008,549733.5808
dash,549733.5808,549953.7408
four,549969.1008,550076.6208
three,550117.5808,550271.1808
two,550281.4208,550424.7808
four,550465.7408,550721.7408
naruto,550859.9808,551080.1408
versus,551080.1408,551320.7808
david,551433.4208,551592.1408
john,551602.3808,551730.3808
slater,551750.8608,551976.1408
et,551965.9008,552001.7408
al,552022.2208,552180.9408
counsel,552227.0208,552380.6208
please,552416.4608,552554.7008
come,552554.7008,552631.5008
forward,552641.7408,552790.2208
and,552800.4608,552882.3808
state,552913.1008,553015.5008
your,553066.7008,553117.9008
appearance,553097.4208,553394.3808
good,553727.6416,553763.4816
afternoon,553783.9616,554045.0816
this,553716.1728,553782.7328
is,553792.9728,553844.1728
a,553854.4128,553874.8928
recording,553895.3728,554136.0128
from,554166.7328,554248.6528
the,554248.6528,554279.3728
hearing,554299.8528,554473.9328
in,554494.4128,554555.8528
the,554555.8528,554586.5728
federal,554586.5728,554760.6528
district,554760.6528,554965.4528
court,554985.9328,555088.3328
in,555098.5728,555129.2928
san,555129.2928,555247.0528
francisco,555247.0528,555579.8528
of,555666.8928,555733.4528
unanticipated,555789.7728,556378.5728
the,555999.6928,556040.6528
judge,556056.0128,556168.6528
asked,556209.6128,556373.4528
schwarz,556393.9328,556614.0928
if,556634.5728,556685.7728
he,556696.0128,556752.3328
has,556762.5728,556824.0128
an,556834.2528,556875.2128
example,556885.4528,557213.1328
of,557233.6128,557284.8128
an,557305.2928,557346.2528
animal,557356.4928,557530.5728
ever,557530.5728,557632.9728
being,557643.2128,557771.2128
granted,557771.2128,557929.9328
a,557950.4128,557970.8928
copyright,557991.3728,558272.9728
in,558385.5616,558447.0016
that,558447.0016,558590.3616
vast,558605.7216,558846.3616
history,558836.1216,558999.9616
of,559030.6816,559066.5216
common,559076.7616,559266.2016
law,559307.1616,559486.3616
prior,559486.3616,559650.2016
to,559650.2016,559706.5216
the,559706.5216,559757.7216
copyright,559757.7216,560039.3216
act,560049.5616,560203.1616
was,560203.1616,560346.5216
there,560346.5216,560551.3216
do,560643.4816,560694.6816
you,560694.6816,560725.4016
have,560725.4016,560786.8416
an,560786.8416,560827.8016
example,560848.2816,561170.8416
of,561222.0416,561298.8416
where,561559.9616,561728.9216
an,561728.9216,561790.3616
animal,561831.3216,562061.7216
was,562061.7216,562240.9216
granted,562445.7216,562599.3216
a,562609.5616,562640.2816
copyright,562671.0016,563034.5216
i,563110.6048,563177.1648
i,563213.0048,563279.5648
do,563310.2848,563361.4848
not,563371.7248,563484.3648
have,563494.6048,563571.4048
an,563591.8848,563627.7248
example,563637.9648,563934.9248
where,563970.7648,564093.6448
an,564093.6448,564129.4848
animal,564139.7248,564405.9648
was,564416.2048,564528.8448
granted,564528.8448,564682.4448
a,564682.4448,564713.1648
copyright,564713.1648,565035.7248
we,565071.5648,565153.4848
could,565153.4848,565266.1248
make,565266.1248,565373.6448
the,565373.6448,565435.0848
counterargument,565435.0848,566008.5248
as,566187.7248,566295.2448
to,566295.2448,566361.8048
how,566382.2848,566535.8848
other,566633.1648,566776.5248
humans,566776.5248,567119.5648
were,567119.5648,567170.7648
denied,567170.7648,567426.7648
protection,567426.7648,567667.4048
under,567677.6448,567785.1648
that,567785.1648,567887.5648
law,567897.8048,568041.1648
due,568230.6048,568312.5248
to,568333.0048,568368.8448
the,568368.8448,568420.0448
color,568420.0448,568583.8848
of,568614.6048,568650.4448
their,568650.4448,568732.3648
skin,568752.8448,568947.4048
um,569229.0048,569423.5648
one,569771.7248,569997.0048
could,570299.0848,570381.0048
see,570411.7248,570693.3248
the,570734.2848,570821.3248
contradiction,570821.3248,571369.1648
in,571681.4848,571768.5248
a,571768.5248,571789.0048
statutory,571789.0048,572167.8848
interpretation,572167.8848,572562.1248
where,572582.6048,572664.5248
we,572664.5248,572715.7248
see,572746.4448,572879.5648
that,572879.5648,572981.9648
problem,573007.5648,573289.1648
in,573488.8448,573529.8048
the,573560.5248,573611.7248
antebellum,573611.7248,573954.7648
in,573975.2448,574005.9648
the,574005.9648,574036.6848
antebellum,574036.6848,574343.8848
days,574374.6048,574558.9248
but,574661.3248,574773.9648
when,574784.2048,574855.8848
you,574855.8848,574927.5648
look,574958.2848,575035.0848
at,575045.3248,575091.4048
the,575091.4048,575178.4448
cornerstones,575229.6448,575582.9248
of,575582.9248,575613.6448
that's,575626.1888,575728.5888
quite,575728.5888,575836.1088
a,575836.1088,575861.7088
stretch,575882.1888,576081.8688
mr,576092.1088,576204.7488
schwarz,576214.9888,576404.4288
just,576893.6448,576980.6848
to,576980.6848,577021.6448
pause,577021.6448,577139.4048
on,577149.6448,577195.7248
this,577195.7248,577267.4048
for,577277.6448,577333.9648
a,577344.2048,577369.8048
moment,577349.3248,577523.4048
answered,577564.3648,577758.9248
your,577769.1648,577840.8448
yes,577892.0448,578122.4448
schwarz,578311.8848,578470.6048
is,578491.0848,578573.0048
comparing,578583.2448,578772.6848
a,578782.9248,578798.2848
monkey's,578798.2848,578982.6048
lack,578992.8448,579125.9648
of,579125.9648,579172.0448
copyright,579192.5248,579545.8048
to,579617.4848,579673.8048
chattel,579694.2848,579822.2848
slavery,579853.0048,580155.0848
which,580431.5648,580498.1248
is,580508.3648,580554.4448
offensive,580554.4448,580815.5648
and,581168.8448,581286.6048
seems,581342.9248,581481.1648
weirdly,581522.1248,581675.7248
blind,581706.4448,581854.9248
to,581854.9248,581890.7648
the,581890.7648,581916.3648
racist,581947.0848,582146.7648
history,582167.2448,582402.7648
of,582402.7648,582448.8448
comparing,582448.8448,582633.1648
black,582663.8848,582761.1648
people,582771.4048,582919.8848
and,582940.3648,582991.5648
monkeys,582991.5648,583278.2848
even,583626.4448,583713.4848
schwarz,583744.2048,583897.8048
seems,583887.5648,583989.9648
uncomfortable,584000.2048,584256.2048
with,584286.9248,584343.2448
it,584373.9648,584445.6448
he's,584829.6448,584937.1648
saying,584937.1648,585090.7648
that,585131.7248,585188.0448
denying,585188.0448,585362.1248
a,585362.1248,585387.7248
monkey,585418.4448,585587.4048
the,585597.6448,585638.6048
right,585638.6048,585746.1248
to,585746.1248,585802.4448
own,585812.6848,585904.8448
property,585915.0848,586171.0848
because,586171.0848,586278.6048
of,586309.3248,586355.4048
its',586365.6448,586457.8048
species,586427.0848,586816.2048
is,587133.6448,587200.2048
the,587210.4448,587236.0448
same,587256.5248,587399.8848
as,587399.8848,587440.8448
denying,587440.8448,587640.5248
humans,587640.5248,587876.0448
the,587876.0448,587922.1248
right,587932.3648,588034.7648
to,588034.7648,588085.9648
own,588096.2048,588173.0048
property,588183.2448,588475.0848
because,588521.1648,588618.4448
of,588638.9248,588674.7648
the,588674.7648,588705.4848
color,588715.7248,588843.7248
of,588843.7248,588874.4448
their,588884.6848,588951.2448
skin,588971.7248,589186.7648
that's,589485.2608,589613.2608
quite,589613.2608,589731.0208
a,589731.0208,589746.3808
stretch,589766.8608,589956.3008
mr,589966.5408,590089.4208
schwarz,590109.9008,590268.6208
pardon,590353.7664,590430.5664
me,590410.0864,590471.5264
your,590481.7664,590527.8464
that's,590604.1856,590691.2256
quite,590701.4656,590783.3856
a,590752.6656,590778.2656
stretch,590808.9856,591029.1456
but,591218.5856,591280.0256
go,591290.2656,591336.3456
ahead,591356.8256,591484.8256
okay,591334.2464,591467.3664
and,591467.3664,591631.2064
and,591631.2064,591795.0464
i,592035.6864,592102.2464
i,592112.4864,592230.2464
i,592250.7264,592317.2864
certainly,592348.0064,592506.7264
wouldn't,592516.9664,592619.3664
make,592619.3664,592716.6464
it,592685.9264,592726.8864
the,592747.3664,592783.2064
centerpiece,592783.2064,593059.6864
of,593059.6864,593090.4064
any,593110.8864,593197.9264
argument,593228.6464,593428.3264
here,593459.0464,593540.9664
today,593571.6864,593720.1664
but,593750.8864,593807.2064
it,593817.4464,593863.5264
is,593884.0064,593981.2864
fair,593991.5264,594093.9264
to,594093.9264,594124.6464
say,594124.6464,594375.5264
uh,594662.2464,594856.8064
that,594938.7264,595061.6064
before,595164.0064,595358.5664
the,595409.7664,595491.6864
adoption,595512.1664,595757.9264
of,595737.4464,595768.1664
the,595768.1664,595798.8864
fourteenth,595809.1264,596039.5264
amendment,596060.0064,596351.8464
the,596618.0864,596674.4064
concepts,596684.6464,596991.8464
of,597032.8064,597155.6864
uh,597165.9264,597217.1264
property,597217.1264,597452.6464
ownership,597514.0864,597754.7264
in,597754.7264,597836.6464
in,597918.5664,598010.7264
the,598010.7264,598061.9264
area,598082.4064,598210.4064
of,598200.1664,598251.3664
patents,598261.6064,598650.7264
uh,598906.7264,599034.7264
foreclosed,599132.0064,599454.5664
the,599454.5664,599505.7664
ability,599516.0064,599828.3264
of,600089.4464,600381.2864
a,600442.7264,600514.4064
slave,600545.1264,600842.0864
to,600980.3264,601026.4064
claim,601036.6464,601174.8864
ownership,601205.6064,601451.3664
to,601492.3264,601543.5264
a,601564.0064,601589.6064
patent,601610.0864,601840.4864
what's,602523.3408,602579.6608
going,602589.9008,602692.3008
on,602733.2608,602799.8208
here,602830.5408,602994.3808
is,603045.5808,603117.2608
that,603127.5008,603199.1808
peta,603219.6608,603342.5408
sees,603393.7408,603506.3808
the,603516.6208,603547.3408
monkey,603588.3008,603711.1808
selfie,603731.6608,603905.7408
case,603915.9808,604105.4208
in,604115.6608,604161.7408
the,604161.7408,604197.5808
context,604207.8208,604463.8208
of,604474.0608,604525.2608
a,604525.2608,604545.7408
larger,604555.9808,604740.3008
endgame,604760.7808,605047.5008
if,605620.9408,605677.2608
they,605677.2608,605738.7008
can,605748.9408,605820.6208
get,605830.8608,605882.0608
a,605892.3008,605912.7808
court,605943.5008,606066.3808
to,606107.3408,606189.2608
agree,606199.5008,606455.5008
that,606516.9408,606578.3808
denying,606598.8608,606788.3008
a,606798.5408,606824.1408
monkey,606854.8608,606998.2208
the,607018.7008,607054.5408
right,607075.0208,607182.5408
to,607192.7808,607223.5008
own,607254.2208,607351.5008
property,607351.5008,607694.5408
is,607725.2608,607796.9408
the,607827.6608,607863.5008
same,607914.7008,608083.6608
as,608114.3808,608186.0608
denying,608186.0608,608370.3808
a,608390.8608,608426.7008
human,608436.9408,608646.8608
the,608657.1008,608687.8208
right,608698.0608,608800.4608
to,608841.4208,608872.1408
own,608882.3808,608964.3008
property,608974.5408,609281.7408
that,609650.3808,609763.0208
opens,609824.4608,609962.7008
the,609972.9408,610003.6608
door,610013.9008,610152.1408
for,610193.1008,610234.0608
the,610254.5408,610285.2608
legal,610315.9808,610428.6208
system,610469.5808,610628.3008
to,610689.7408,610725.5808
completely,610766.5408,611037.9008
reconsider,611058.3808,611370.7008
the,611380.9408,611427.0208
legal,611447.5008,611560.1408
status,611601.1008,611770.0608
of,611811.0208,611836.6208
animals,611857.1008,612164.3008
an,612676.3008,612717.2608
animal,612737.7408,612957.9008
would,612957.9008,613034.7008
be,613034.7008,613096.1408
declared,613106.3808,613300.9408
an,613321.4208,613372.6208
owner,613403.3408,613592.7808
of,613592.7808,613649.1008
property,613649.1008,613961.4208
instead,614207.1808,614340.3008
of,614360.7808,614386.3808
just,614396.6208,614493.9008
being,614514.3808,614698.7008
property,614719.1808,614954.7008
this,619516.6208,619588.3008
isn't,619619.0208,619706.0609
the,619706.0608,619731.6608
first,619752.1408,619859.6608
time,619869.9008,619967.1808
peta,619977.4208,620090.0608
has,620100.3008,620182.2208
tried,620192.4608,620325.5808
an,620325.5808,620356.3008
argument,620356.3008,620555.9808
like,620566.2208,620658.3808
this,620658.3808,620750.5408
in,620750.5408,620791.5008
the,620791.5008,620822.2208
courts,620842.7008,621119.1808
in,621482.7008,621513.4208
twenty,621544.1408,621656.7808
eleven,621667.0208,621789.9008
they,621800.1408,621861.5808
sued,621882.0608,621994.7008
seaworld,622025.4208,622317.2608
on,622491.3408,622537.4208
behalf,622547.6608,622670.5408
of,622670.5408,622731.9808
five,622742.2208,622854.8608
orcas,622875.3408,623146.7008
at,623197.9008,623279.8208
seaworld,623290.0608,623448.7808
orlando,623479.5008,623791.8208
and,623791.8208,623848.1408
seaworld,623868.6208,624022.2208
san,624042.7008,624134.8608
diego,624134.8608,624385.7408
orcas,624856.7808,624974.5408
are,624995.0208,625020.6208
huge,625102.5408,625358.5408
like,625460.9408,625547.9808
twenty,625558.2208,625706.7008
to,625727.1808,625763.0208
thirty,625773.2608,625896.1408
feet,625906.3808,626003.6608
long,626013.9008,626228.9408
and,626228.9408,626300.6208
they,626300.6208,626356.9408
weigh,626377.4208,626454.2208
about,626443.9808,626551.5008
six,626582.2208,626705.1008
tons,626715.3408,626981.5808
they,627314.3808,627370.7008
typically,627401.4208,627580.6208
travel,627611.3408,627775.1808
around,627805.9008,627928.7808
seventy,627959.5008,628097.7408
five,628138.7008,628241.1008
miles,628241.1008,628420.3008
in,628430.5408,628466.3808
a,628486.8608,628522.7008
day,628563.6608,628717.2608
peta,629295.8208,629418.7008
said,629459.6608,629546.7008
that,629546.7008,629608.1408
keeping,629628.6208,629741.2608
these,629761.7408,629838.5408
orcas,629869.2608,629981.9008
at,630002.3808,630058.7008
seaworld,630068.9408,630365.9008
in,630493.9008,630555.3408
small,630575.8208,630703.8208
concrete,630703.8208,630939.3408
tanks,630949.5808,631205.5808
against,631251.6608,631384.7808
their,631405.2608,631476.9408
will,631517.9008,631671.5008
to,631748.3008,631789.2608
perform,631789.2608,632014.5408
for,632014.5408,632065.7408
human,632086.2208,632214.2208
entertainment,632214.2208,632557.2608
that,632941.2608,633033.4208
was,633043.6608,633094.8608
slavery,633105.1008,633381.5808
peta,633873.1008,633960.1408
lost,633990.8608,634118.8608
that,634118.8608,634211.0208
case,634221.2608,634436.3008
but,634804.9408,634912.4608
seaworld,634979.0208,635173.5808
has,635194.0608,635260.6208
agreed,635281.1008,635398.8608
to,635398.8608,635439.8208
end,635460.3008,635578.0608
its',635588.3008,635644.6208
captive,635654.8608,635808.4608
orca,635828.9408,635941.5808
program,635941.5808,636233.4208
after,636305.1008,636433.1008
the,636443.3408,636484.3008
last,636504.7808,636668.6208
of,636678.8608,636740.3008
their,636740.3008,636801.7408
twenty,636822.2208,636934.8608
seven,636955.3408,637083.3408
orcas,637124.3008,637288.1408
dies,637298.3808,637523.6608
to,642305.7408,642341.5808
understand,642382.5408,642602.7008
why,642653.9008,642715.3408
peta,642746.0608,642843.3408
is,642863.8208,642909.9008
pursuing,642930.3808,643114.7008
cases,643155.6608,643319.5008
like,643339.9808,643437.2608
these,643437.2608,643647.1808
you,643703.5008,643754.7008
have,643764.9408,643816.1408
to,643826.3808,643862.2208
consider,643872.4608,644046.5408
two,644097.7408,644195.0208
very,644225.7408,644323.0208
different,644363.9808,644527.8208
pictures,644538.0608,644712.1408
about,644742.8608,644850.3808
how,644870.8608,644937.4208
the,644937.4208,644963.0208
world,644993.7408,645111.5008
works,645152.4608,645382.8608
in,645961.4208,646017.7408
one,646038.2208,646089.4208
of,646099.6608,646150.8608
them,646150.8608,646335.1808
humans,646386.3808,646529.7408
are,646539.9808,646565.5808
at,646565.5808,646606.5408
the,646606.5408,646637.2608
top,646647.5008,646765.2608
of,646765.2608,646801.1008
the,646801.1008,646831.8208
food,646842.0608,646954.7008
chain,646985.4208,647179.9808
either,647297.7408,647395.0208
because,647395.0208,647538.3808
god,647538.3808,647640.7808
wanted,647661.2608,647789.2608
it,647799.5008,647855.8208
that,647855.8208,647937.7408
way,647958.2208,648173.2608
or,648193.7408,648234.7008
because,648244.9408,648367.8208
we,648388.3008,648424.1408
figured,648444.6208,648567.5008
out,648577.7408,648664.7808
how,648695.5008,648741.5808
to,648751.8208,648782.5408
use,648792.7808,648874.7008
our,648895.1808,648931.0208
opposable,648941.2608,649151.1808
thumbs,649171.6608,649325.2608
so,649355.9808,649478.8608
well,649499.3408,649699.0208
that,649908.9408,649970.3808
we,649970.3808,650021.5808
could,650031.8208,650098.3808
hunt,650139.3408,650277.5808
and,650298.0608,650374.8608
gather,650374.8608,650615.5008
and,650615.5008,650682.0608
till,650682.0608,650779.3408
the,650779.3408,650820.3008
soil,650840.7808,651086.5408
and,651107.0208,651168.4608
build,651168.4608,651265.7408
cities,651275.9808,651542.2208
and,651572.9408,651639.5008
create,651639.5008,651772.6208
copyright,651782.8608,651997.9008
laws,652038.8608,652253.9008
we,652755.6608,652858.0608
make,652878.5408,652960.4608
the,652960.4608,653001.4208
rules,653021.9008,653185.7408
for,653185.7408,653242.0608
everything,653262.5408,653405.9008
else,653436.6208,653528.7808
in,653528.7808,653569.7408
this,653569.7408,653651.6608
world,653672.1408,653830.8608
in,654481.1008,654537.4208
the,654547.6608,654583.5008
other,654593.7408,654680.7808
picture,654680.7808,654936.7808
and,655115.9808,655203.0208
this,655203.0208,655279.8208
is,655300.3008,655336.1408
the,655336.1408,655356.6208
one,655377.1008,655453.9008
peta,655464.1408,655546.0608
has,655576.7808,655658.7008
hanging,655679.1808,655761.1008
on,655781.5808,655827.6608
their,655837.9008,655904.4608
wall,655924.9408,656063.1808
humans,656375.5008,656503.5008
are,656513.7408,656544.4608
not,656564.9408,656626.3808
at,656646.8608,656687.8208
the,656687.8208,656723.6608
top,656733.9008,656877.2608
humans,657312.4608,657486.5408
are,657507.0208,657537.7408
just,657558.2208,657660.6208
another,657670.8608,657783.5008
mammal,657793.7408,657993.4208
walking,658013.9008,658167.5008
around,658177.7408,658295.5008
on,658315.9808,658372.3008
earth,658413.2608,658556.6208
and,658858.7008,658915.0208
if,658935.5008,658966.2208
we're,658976.4608,659007.1808
gonna,659017.4208,659068.6208
give,659089.1008,659155.6608
ourselves,659186.3808,659386.0608
certain,659396.3008,659529.4208
rights,659539.6608,659667.6608
as,659667.6608,659713.7408
humans,659744.4608,659990.2208
we,660205.2608,660256.4608
should,660287.1808,660338.3808
extend,660358.8608,660502.2208
those,660502.2208,660584.1408
rights,660594.3808,660742.8608
to,660742.8608,660773.5808
our,660794.0608,660829.9008
fellow,660850.3808,660952.7808
animals,660993.7408,661203.6608
you,661702.5536,661784.4736
guys,661804.9536,661876.6336
are,661897.1136,661922.7136
saying,661932.9536,662178.7136
humans,662188.9536,662352.7936
are,662363.0336,662378.3936
not,662388.6336,662506.3936
superior,662506.3936,662757.2736
to,662787.9936,662828.9536
other,662839.1936,663059.3536
animals,663069.5936,663269.2736
we're,663781.9392,663853.6192
we're,663894.5792,663981.6192
we're,663981.6192,664043.0592
not,664063.5392,664304.1792
um,664324.6592,664585.7792
we,665015.8592,665123.3792
we,665154.0992,665230.8992
are,665271.8592,665384.4992
just,665435.6992,665573.9392
another,665635.3792,665927.2192
member,666198.5792,666362.4192
of,666382.8992,666418.7392
the,666428.9792,666480.1792
animal,666500.6592,666638.8992
kingdom,666659.3792,666853.9392
um,667094.5792,667278.8992
and,667447.8592,667621.9392
it,667954.7392,668031.5392
it's,668133.9392,668343.8592
it,668389.9392,668482.0992
doesn't,668507.6992,668692.0192
you,669035.0592,669086.2592
know,669086.2592,669142.5792
it's,669270.5792,669337.1392
just,669347.3792,669490.7392
prejudice,669516.3392,669797.9392
and,669818.4192,669900.3392
hubris,669931.0592,670238.2592
that,670248.4992,670345.7792
prevents,670514.7392,670760.4992
us,670780.9792,670939.6992
many,671144.4992,671236.6592
times,671267.3792,671441.4592
from,671482.4192,671651.3792
from,671682.0992,671758.8992
seeing,671799.8592,671994.4192
that,672004.6592,672148.0192
this,672455.7312,672512.0512
is,672542.7712,672578.6112
jeff,672578.6112,672675.8912
kerr,672675.8912,672783.4112
again,672803.8912,672977.9712
the,673054.7712,673075.2512
general,673085.4912,673254.4512
counsel,673254.4512,673464.3712
to,673464.3712,673530.9312
peta,673530.9312,673705.0112
that,674126.1312,674259.2512
property,674259.2512,674515.2512
status,674556.2112,674827.5712
is,674827.5712,674894.1312
something,674904.3712,675160.3712
that,675160.3712,675232.0512
we,675232.0512,675303.7312
think,675313.9712,675452.2112
is,675462.4512,675554.6112
just,675575.0912,675728.6912
an,675738.9312,675779.8912
abomination,675790.1312,676158.7712
um,676450.6112,676593.9712
like,677095.7312,677203.2512
naruto,677213.4912,677489.9712
these,677520.6912,677612.8512
animals,677664.0512,677868.8512
are,677920.0512,678119.7312
feeling,678119.7312,678401.3312
sentient,678473.0112,678805.8112
beings,678836.5312,679143.7312
they,679727.4112,679793.9713
should,679834.9312,679927.0912
be,679968.0512,680019.2512
entitled,680029.4912,680270.1312
to,680290.6112,680321.3312
fundamental,680382.7712,680669.4912
legal,680741.1712,680981.8112
rights,681033.0112,681253.1712
beyond,681273.6512,681632.0512
simply,681662.7712,682031.4112
food,682302.7712,682507.5712
water,682599.7312,682865.9712
veterinary,682906.9312,683132.2112
care,683162.9312,683285.8112
and,683296.0512,683342.1312
shelter,683352.3712,683669.8112
this,684175.1552,684241.7152
idea,684272.4352,684426.0352
that,684456.7552,684533.5552
animals,684533.5552,684861.2352
should,684861.2352,684938.0352
have,684948.2752,684994.3552
recognized,685004.5952,685224.7552
fundamental,685255.4752,685521.7152
legal,685531.9552,685649.7152
rights,685659.9552,685808.4352
is,685849.3952,685890.3552
not,685910.8352,686033.7152
unprecedented,686033.7152,686438.1952
three,686960.4352,687057.7152
years,687078.1952,687165.2352
ago,687206.1952,687318.8352
in,687318.8352,687375.1552
argentina,687395.6352,687728.4352
a,687922.9952,687963.9552
judge,688015.1552,688143.1552
granted,688184.1152,688353.0752
a,688394.0352,688424.7552
habeas,688434.9952,688619.3152
corpus,688629.5552,688798.5152
petition,688798.5152,689167.1552
filed,689218.3552,689305.3952
on,689315.6352,689371.9552
behalf,689382.1952,689520.4352
of,689520.4352,689571.6352
an,689592.1152,689633.0752
orangutan,689643.3152,689986.3552
at,690303.7952,690339.6352
a,690360.1152,690375.4752
zoo,690406.1952,690523.9552
in,690575.1552,690631.4752
buenos,690641.7152,690790.1952
aires,690810.6752,691035.9552
she,691558.1952,691609.3952
was,691599.1552,691645.2352
being,691665.7152,691727.1552
held,691747.6352,691824.4352
in,691834.6752,691865.3952
